comment_text,sentiment_category,date,source
ﺗﺘﻠﻜﻮﻉ..ﺍﺗﻘﻮﻝ. ﺣﻨﺶ.ﻟﺨﺮﻯ.ﻛﻲ.ﺗﺒﺪﻯ.ﺗﺤﻜﻲ.ﻓﻤﻬﺎ. ﺍﺗﻘﻮﻝ.ﺗﺎﻛﻞ.ﻓﻲ.ﺍﻟﺨﺒﺰ.ﻣﺮﺧﻮﻓﺔ.ﻛﻲ.ﺭﺑﻄﺔ.ﺍﻟﻤﻌﺪﻧﻮﺱ.ﺍﻟﻲ.ﻗﺎﻟﻚ.ﺻﻮﺗﻚ.ﺑﺎﻫﻲ.ﺭﺍﻫﻮ.ﻳﻜﺬﺏ.ﻋﻠﻴﻚ.ﺷﻮﻓﻲ.ﺧﺪﻣﺔ.ﺃﺧﺮﻯ.ﺧﻴﺮ.ﻭﻛﺎﻥ.ﺍﻟﻌﺮﺍﺀ. ﺑﺎﺵ.ﺍﻳﺠﻴﺒﻠﻚ.ﻟﻔﻠﻮﺱ.ﺭﺍﻛﻲ.ﻏﺎﻟﻄﺔ.ﺑﺮﻱ.ﻟﻄﺒﻴﺐ.ﻧﻔﺴﺎﻧﻲ.ﺍﻋﺪﻱ.ﻋﻠﻴﻚ.ﻭﻳﻌﻄﻴﻚ.ﺍﺩﻭﺍﺀ.ﺍﺭﺟﻌﻠﻚ.ﻣﺨﻚ.ﻭﻳﻜﺒﺴﻚ. ﺷﻮﻳﺎ,0,date= 2017-05-18T20:56:01.000Z,Youtube videoId=cWIvXwHHxr8
mala 7ala fik w fikom offff merda schifozi del cazzo,0,date= 2017-05-15T19:37:36.000Z,Youtube videoId=cguZzv_aAfk
ech t7eb ta3ml trah,0,date= 2017-05-14T20:23:19.000Z,Youtube videoId=cguZzv_aAfk
BONNE ANNEE PRINCESSE,1,date= 2018-01-02T09:32:43+0000,Page Facebook= sourceFblink : 426170127508333_903004513158223
ﺻﺒﺎﺡ ﺍﻟﻨﻮﺭ,1,date= 2017-12-30T09:08:10+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
thabel :*,1,date= 2017-12-30T09:09:02+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
belle aychoucha,1,date= 2017-12-30T09:45:22+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﻳﺎﻓﻠﻮﺳﺔ ﺳﺒﺎﺡ ﺍﻟﻨﻮﺭ,1,date= 2017-12-30T09:07:13+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Tu n’est loin de chez moi aichoucha,1,date= 2017-12-30T09:55:55+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﺛﻌﻠﻮﺑﺔ ﻫﻬﻬﻬﻪ,0,date= 2017-12-30T09:11:57+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﻭﺭﺩﺓ ﻣﻦ ﺍﺟﻤﻞ ﻭﺭﺩﺍﺕ ﺗﻮﻧﺲ😍,1,date= 2017-12-30T09:11:43+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Ma7lek,1,date= 2017-12-30T13:36:14+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Zinek ya aichoucha mieux que AMESTERDAM,1,date= 2017-12-30T18:37:07+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﺻﺒﺎﺡ ﺍﻟﺴﻌﺎﺩﺓ,1,date= 2017-12-30T10:24:26+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
mahlekkkkkkBou zinek aichoucha nhebbekkkk,1,date= 2017-12-30T12:16:33+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
sa7a pays bas 3aichoucha,1,date= 2017-12-30T13:02:34+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﺻﺤﺔ ﻟﻴﻚ ﻋﻴﺸﻮﺳﺔ,1,date= 2017-12-30T16:42:42+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﷲ ﺑﺤﺒﻚ ﻣﻦ ﻗﻠﺒﻲ,1,date= 2017-12-30T15:12:26+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
thabel,1,date= 2017-12-30T19:41:46+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Ma7lek,1,date= 2017-12-30T09:41:58+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Sa7a.  3aychoucha,1,date= 2017-12-30T09:37:53+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
Mahlekk,1,date= 2017-12-30T21:55:15+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﻣﻼﻙ ﻋﻴﺸﻮﺷﻪ,1,date= 2017-12-30T12:15:06+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
ﺣﻠﻮﻱ,1,date= 2017-12-30T11:48:59+0000,Page Facebook= sourceFblink : 426170127508333_901137436678264
La plus belle poupée  en tunisie,1,date= 2017-12-27T20:05:16+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
mahlak,1,date= 2017-12-30T15:15:52+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
ﺑﻮﺯﻳﻨﻚ ﻣﺤﻼﻛﻲ,1,date= 2017-12-28T06:09:37+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
chbeha tet7arek b s5at hedhi dhkrtni baka lkaleb il yt7at fi karhba yabda raso yal3eb barcha 🖕,0,date= 2017-12-28T00:00:16+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
ﺷﺒﻬﺎ ﺗﺘﺒﻬﻨﺲ ﻫﻜﺎ :o,0,date= 2017-12-27T21:04:50+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
3auchoucha cha3mna fel 9ahwa,1,date= 2017-12-27T20:00:12+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Chbik 7ata swab3ek fi fomek w to4zor kil bouhaliya ochton ro7ek 7ela,0,date= 2017-12-28T23:01:34+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Walah 7ala fikom bnat taw .........,0,date= 2017-12-27T20:11:24+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
ﻣﻨﻮﺭﺓ,1,date= 2017-12-27T19:59:36+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Gazelle bonjour,1,date= 2017-12-28T09:19:53+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Wechbiki 3ach9a fi rouhek 👀😑,0,date= 2017-12-27T21:57:25+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Mechya.  M3ak.  3aychoucha,1,date= 2017-12-29T06:53:40+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
9atous 😍,1,date= 2017-12-27T20:05:33+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
Rabi toub 3lik 3ayicha,0,date= 2017-12-28T14:07:19+0000,Page Facebook= sourceFblink : 426170127508333_899536373505037
"ﻭﺍﻧﻲ ﺍﺣﺒﻚ ﻓﻮﻕ ﺍﻟﺤﺐ ﺣﺒﺎ ...
ﻧﺤﺒﻚ ﻋﺎﺋﺸﺔ ..",1,date= 2017-12-27T15:25:51+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Azyzty,1,date= 2017-12-27T15:25:16+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Hobyyy ❤,1,date= 2017-12-27T15:24:02+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
ﻧﺤﺒﻚ ﻋﺎﻳﺸﺔ ﺑﺎﺍﺍﺍﺍﺍﺭﺷﺎ,1,date= 2017-12-27T16:20:49+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Dute si la bucuresti ai sa vezi ceva mult mai frumos decit la arad😍😍😉,1,date= 2017-12-27T15:27:07+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Barcha ri7e lotf alik,1,date= 2017-12-27T16:32:40+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Belles photos,1,date= 2017-12-27T16:43:00+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
ﻣﺤﻼﻙ ﻭﻧﻤﻮﺕ ﻋﻠﻴﻚ,1,date= 2017-12-27T21:17:13+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Très belle ma rose,1,date= 2017-12-27T15:59:53+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
3aych n7ebk t7a9a9li a7lemi n7eb nhez omi elz el 7ej el bit rabi,1,date= 2017-12-28T13:03:10+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Y'a 3sall,1,date= 2017-12-27T15:25:56+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Bon voayage,1,date= 2017-12-27T16:27:51+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
ﻣﺼﻠﻲ ﻋﻞ ﺍﻧﻴﺒﻲ,1,date= 2017-12-27T21:35:05+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Azyzty,1,date= 2017-12-27T19:25:33+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Sa7a.  Tfarhida,1,date= 2017-12-29T06:37:47+0000,Page Facebook= sourceFblink : 426170127508333_899404123518262
Wahra ya aicha,1,date= 2017-12-26T21:37:46+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
ﻳﺎﻗﻄﻮﺳﺔ ﺭﻭﺡ ﻋﻠﻰ ﺍﻟﺒﺮﺩ,1,date= 2017-12-26T21:47:23+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
ﺩﻳﻤﺎ ﻣﺰﻳﻨﺎ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-26T22:21:56+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
:* :* :*,1,date= 2017-12-26T21:37:32+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Allah yahdik ya rabi makek bint bled dommage,0,date= 2017-12-27T04:30:45+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
C ou ?,0,date= 2017-12-26T22:01:44+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Dima o top aychoucha profite bien 👏,1,date= 2017-12-27T10:13:35+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
"Aycha 3x
3ichouchaa",1,date= 2017-12-26T21:44:46+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
ﻣﺤﻼﻙ ﻋﺎﺋﺸﻪ,1,date= 2017-12-27T14:51:37+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Ma7lak,1,date= 2017-12-26T21:42:03+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Male 3icha,0,date= 2017-12-27T12:40:06+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
toooop,1,date= 2017-12-27T09:30:01+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Fremosa,1,date= 2017-12-27T07:50:21+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
...,0,date= 2017-12-27T20:55:28+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Eltaw marawa7tech,0,date= 2017-12-26T21:46:37+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Mala wahra,1,date= 2017-12-27T14:16:06+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
Ma7la Zinik nhebek,1,date= 2017-12-27T10:30:01+0000,Page Facebook= sourceFblink : 426170127508333_898987196893288
ﻣﺸﺎﷲ ﻋﻠﻴﻚ ﻋﺎﻣﻚ ﻣﺒﺮﻭﻙ ﻋﻴﺸﻮﺷﺔ ﺍﻟﺒﺎﻫﻴﺔ ﻭﺍﻟﻤﺘﺨﻠﻘﺔ ﻧﻤﻮﺕ ﻋﻠﻴﻚ ﻭﻋﻠﻲ ﺯﻳﻨﻚ ﺭﺑﻲ ﻳﺤﻔﻈﻚ,1,date= 2017-12-26T14:05:22+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Nice pic,1,date= 2017-12-26T13:55:54+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
ﺗﺰﺑﺮﻭ ﺻﺤﺎ ﻋﻠﻴﻜﻢ  ﻛﻲ ﺭﺍﺩ ﺭﺑﻲ ﺑﺎﻟﻠﻬﻲ ﻓﻤﺎ ﺯﻭﺍﻭﻻ ﺑﻼﺵ ﻏﻄﺎﺀ ﻳﻘﻄﻞ ﻓﻴﻬﻢ ﺍﻟﺒﺮﺩ ﺗﺬﻛﺮﻳﻬﻢ,0,date= 2017-12-27T17:38:48+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
ﺧﺎﻳﺒﺔ,0,date= 2017-12-26T13:49:55+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Mahlek,1,date= 2017-12-26T14:07:48+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
ﻣﺤﻼﻙ 😗😗❤💗💐,1,date= 2017-12-26T13:53:11+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Ma7leeek,1,date= 2017-12-26T18:42:22+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Belle 3zizti ❤,1,date= 2017-12-26T14:28:43+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Mashallah 3lik ya aychoucha W inchalah 3amek mabrouk,1,date= 2017-12-26T15:15:24+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Mahlek wa mahlek fi klip Allah yahdik,1,date= 2017-12-26T15:31:05+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
always in shape and beautifull :),1,date= 2017-12-26T19:53:29+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
ﺍﻟﺠﻤﺎﻝ ﻋﺎﺋﺸﺔ,1,date= 2017-12-26T14:57:59+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
hubyy <3,1,date= 2017-12-26T13:49:54+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
Fomek Walla kbir hhhhhh,0,date= 2017-12-26T17:09:40+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
3ichoucha,1,date= 2017-12-27T10:20:54+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
9hartni bchfeyfek buuuuuuuu zinek,1,date= 2017-12-26T16:38:29+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
ﻣﺤﻼﻙ ﻭﻣﺎﺷﺒﻴﻚ ﻣﺎﻧﺠﻤﺸﻲ ﻧﺼﺒﺮ,1,date= 2017-12-26T15:58:21+0000,Page Facebook= sourceFblink : 426170127508333_898754963583178
I THINK..........YOU HAVING GOOD TIME 😊,1,date= 2017-12-25T22:41:09+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
Tu est belle mais franchement ta l'air trop reloud comme meuf  😕😕😕,0,date= 2017-12-26T05:02:52+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
chkouno hedha ramy khalil hera hera hera ramy khalil chkoune hedha ramy khalil t7ebo yakel kertoucha fi raso ramy khalil,0,date= 2018-01-01T09:56:45+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
ﻣﺤﻼﻙ,1,date= 2017-12-25T21:25:08+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
ﺭﺍﻛﻲ ﺗﻘﺘﻴﻞ ﺑﺎﻟﺰﻳﻦ ﻳﺎ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-25T21:50:18+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
Bozink n7bk😍 brchhha et bonne continue😻,1,date= 2017-12-25T21:27:41+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
ﻣﻨﻮﺭﻳﻦ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-26T08:37:53+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
cc ola,0,date= 2017-12-25T21:26:31+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
ﻣﺰﻳﺎﻧﺔ ﺑﺮﺷﺔ ﻋﺎﻳﺸﺔ ﻧﺤﺒﻚ,1,date= 2017-12-26T11:24:10+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
😘😘😘😘😘,1,date= 2017-12-25T21:29:01+0000,Page Facebook= sourceFblink : 426170127508333_898383726953635
hh mazinek 3zisti,1,date= 2017-12-26T19:39:00+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Hhhh ftttuQ💚,1,date= 2017-12-27T09:49:53+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Dima mahlek,1,date= 2017-12-24T12:32:12+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
7abibi,1,date= 2017-12-24T08:57:52+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
ﻭﻳﻦ ﺍﻟﻤﺴﺮﺣﻴﻪ ﻫﺬﺍ,0,date= 2017-12-24T09:46:21+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Bonne courage,1,date= 2017-12-26T08:13:09+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
7abibi,1,date= 2017-12-24T13:30:19+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Ya latiff,0,date= 2017-12-28T18:51:46+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
3aychoch wen,1,date= 2017-12-27T17:18:19+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
😍,0,date= 2017-12-24T08:53:37+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
😹😍😍😍,1,date= 2017-12-25T22:56:35+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
ﻭﺭﺩﺓ  ﻣﺤﻼﻙ  ﺣﺎﻓﻈﻲ ﻋﻠﻰ ﺭﻗﻴﻚ ﻭ ﺛﻘﺎﻓﺘﻚ,1,date= 2017-12-28T15:30:01+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Hhhhh,1,date= 2017-12-24T11:59:00+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Ma7la zinik,1,date= 2017-12-24T18:23:10+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Dima mnawra,1,date= 2017-12-24T16:08:45+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
ﻫﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ,1,date= 2017-12-24T18:52:00+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
Hhhhhhh,0,date= 2017-12-27T10:34:33+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,date= 2018-01-01T09:57:00+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
ﻣﻬﺪﻱ ﻣﻬﺪﻱ ﺍﻟﻌﺒﻴﺪﻱ,0,date= 2017-12-27T17:23:19+0000,Page Facebook= sourceFblink : 426170127508333_897371007054907
ﻣﺤﻼﺍﺍﻙ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-26T08:41:33+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
"ﻣﺤﻼﺍﺍﻙ ﻋﻴﺸﻮﻭﺷﺔ 
ﻧﺘﻤﻨﺎﻟﻚ ﺍﻟﺘﻮﻓﻴﻖ ﻭﺍﻟﻨﺠﺎﺡ 
ﻋﻠﻰ ﺧﺎﻃﺮ ﻃﻔﻠﺔ ﺫﻛﻴﺔ ﻭﻣﺘﺮﺑﻴﺔ ﻭﺗﻌﺮﻑ ﻭﻳﻦ ﺗﺤﻂ ﺳﺎﻗﻴﻬﺎ",1,date= 2017-12-23T18:12:02+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Sedra Sh ﻫﻮﻥ ﻣﺒﻴﻨﻲ ﺍﻛﺘﺮ,1,date= 2018-01-02T19:45:42+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
m7lek aychoucha,1,date= 2017-12-23T09:43:51+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
love 😘😘😘,1,date= 2017-12-23T09:20:23+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻣﺤﻼﻙ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-27T10:39:55+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Maahlek ya aicha et apres !!!!!!!,0,date= 2017-12-27T22:45:53+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Wahra tberkallh,1,date= 2017-12-23T09:22:40+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻋﺴﻮﻟﺔ ﻣﺤﻼﻛﻲ,1,date= 2017-12-23T09:21:36+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻣﺤﻼﻩ ﻋﻴﺸﻮﺵ ﻭﺭﺑﻴﻊ ﻳﻬﺒﻞ,1,date= 2017-12-27T13:21:49+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Paranoiaa bellehiii,0,date= 2017-12-23T14:32:57+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻋﻠﻰ ﺍﻟﺼﺒﺎﺡ,0,date= 2017-12-23T10:57:35+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻳﺎ ﻟﻠﺔ ﻫﻬﻬﻬﻪ,1,date= 2017-12-26T07:26:46+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
La ceinture  Aicha!  La ceinture 😂,0,date= 2017-12-23T14:00:36+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Hhhhhhhhh😂😂😂😂,0,date= 2017-12-23T09:44:19+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻫﺒﺎﻝ,1,date= 2017-12-23T09:26:35+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻓﺮﻭﺥ ﺑﻮ ﻣﺼﺔ ﺗﺘﺮﺍﻗﺺ,0,date= 2017-12-24T22:10:43+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻫﺘﻲ ﻫﻢ ﻭﺟﻌﻮ ﺍﻟﻘﻠﺐ,0,date= 2017-12-23T09:28:37+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Mdr,0,date= 2017-12-23T11:06:47+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
wela rabih baroud t7eb enfaregh fih kerdhouna baroud,0,date= 2018-01-01T09:58:00+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Bnj aicha,1,date= 2017-12-23T10:42:41+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
o,0,date= 2017-12-23T22:39:22+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
❤,1,date= 2017-12-23T11:26:34+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
Louay Kalthoum ﺑﺰﻭﻗﺴﺲ ❤😂,0,date= 2017-12-26T20:26:39+0000,Page Facebook= sourceFblink : 426170127508333_896749280450413
ﻣﻌﺮﻭﻓﻴﻦ ﻓﻲ ﺷﺒﺎﺑﻬﻢ ﻳﻄﻔﺮﻭﺍ ﺍﻟﻐﻠﻤﺎﻥ ﻭﻛﻴﻒ ﻳﻜﺒﺮﻭﺍ ﻳﻮﺧﺮﻭﺍ ... ﺍﻟﻨﺴﺎﺀ ﻳﻔﻴﺴﻮﺍ ﺑﻴﻬﻢ ﻭﻳﺮﺷﻘﻮﺍ ﻋﻠﻴﻬﻢ ﺑﺮﺷﺔ ﻓﻠﻮﺱ ﺍﻛﺎﻫﻮ .  ﺍﻟﻤﻔﺮﻭﺽ ﻧﺒﻌﺜﻮﻟﻢ ﺍﻟﺸﺒﺎﺏ ﺍﻟﻤﻜﺤﻮﻁ ﺍﻟﻠﻲ ﻋﻨﺪﻧﺎ ﺍﻟﻠﻲ ﻳﻐﺘﺼﺒﻮﺍ ﻓﻲ ﺍﻟﻌﺰﺍﻳﺰ .,0,date= 2017-12-23T05:10:55+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
"5atir mays3dhouch lmra tounsia t7lelhoum 3inihom 
We tfy9 nasa 3la barcha 7ajet 1960 lmra tounsia tsou9 fi tayarat nsahoum mazelo yrkbou fi jmal we we ki tmrth mra 3endhoum 3ib bech wa7id yhiz yadwiha 😂😂😂",1,date= 2017-12-23T00:45:52+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
ﺗﻘﺼﺪ ﻧﺴﺎﺀ ﺗﻮﻧﺲ ﻛﻲ ﻳﻤﺸﻴﻮ ﻟﻼﻣﺎﺭﺍﺕ ﻳﻤﺸﻴﻮ ﺑﺎﺵ ﻳﺘﻤﺘﻌﻮﺍ ﺑﻴﻬﻢ ﺍﻻﻣﺮﺍﺀ؟؟,0,date= 2017-12-23T07:22:20+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Normalement un pays respectueux et digne répond du tac au tac.,0,date= 2017-12-23T07:52:34+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Hhhh oui tu as raison,1,date= 2017-12-23T01:31:11+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Hhhhhh tetbahlel!!!!! Mata3rech inti 3lech?!!!!,0,date= 2017-12-23T10:46:32+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
ﺍﻧﺎ ﻧﻘﻮﻟﻚ ﺑﻠﻲ ﻧﺎﺱ ﻧﺘﻊ ﻟﺨﻠﻴﺞ ﻛﻼﺏ ﻣﻴﺼﻠﺤﻮﺵ,0,date= 2017-12-23T11:25:31+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
plutot ils preferent les enfants.,0,date= 2017-12-23T00:50:27+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
J adore,1,date= 2017-12-23T04:11:18+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Twahachtik Aicha,1,date= 2017-12-23T07:48:54+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Yesssss,1,date= 2017-12-27T00:17:31+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
A oui c vrai,1,date= 2017-12-23T00:56:14+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
hahahahahaha :p :p,1,date= 2017-12-23T00:52:41+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
Hhhhhhh,0,date= 2017-12-23T02:33:03+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
You made it looks worse ! So Tunisian men who are allowed are !,0,date= 2017-12-23T00:45:27+0000,Page Facebook= sourceFblink : 426170127508333_896560840469257
svp 4naya ta3 chkoun,1,date= 2017-12-22T15:18:39+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Ma7lek yassmina,1,date= 2017-12-22T15:31:45+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
ﺻﻮﺗﻚ  ﺍﺣﺴﻦ  ﻣﻨﻮ,1,date= 2017-12-22T14:58:20+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Toktell aychoucha,1,date= 2017-12-22T22:35:32+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
ﻃﺎﻳﺮﻳﻦ ﺍﺯﻭﺯ,1,date= 2017-12-22T15:31:26+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Plz chesmha,1,date= 2017-12-23T00:05:02+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Chkono heka,1,date= 2017-12-22T14:58:03+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Ahla bb 😗😗😗😗😗😗😗😘😘,1,date= 2017-12-22T16:12:19+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Saha,1,date= 2017-12-22T15:20:03+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Aicha Attia ﻃﻞ ﻋﻠﻴﻨﺎ ﻓﻲ ﺑﺎﺭﻳﺲ,1,date= 2017-12-23T14:42:48+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
ﻣﺤﻠﻚ,1,date= 2017-12-22T18:30:43+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
